fen_board,cp_score
r2qkb1r/pp2pppp/2n2n2/3p4/3P1Bb1/2PB1P2/PP4PP/RN1QK1NR b KQkq - 0 7,-0.0045
r1bqk1nr/pppp1ppp/2n5/1Bb1p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,0.0127
r2qkbnr/ppp1pp1p/2npb1p1/3P4/4P3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 1 6,0.0702
rnbqkbnr/pp1ppppp/2p5/8/P3P3/8/1PPP1PPP/RNBQKBNR b KQkq - 0 2,-0.0031
r1bq1rk1/pp1pppbp/2n2np1/3B4/3NP3/2N1B3/PPP2PPP/R2QK2R b KQ - 7 8,-0.0086
r2qkb1r/pp1npppp/2n5/3p4/3P1Bb1/1QPB4/PP3PPP/RN2K1NR w KQkq - 5 8,0.0223
rn1qkb1r/1p1bpppp/p2p1n2/8/2BNP3/2N5/PPP2PPP/R1BQK2R w KQkq - 2 7,0.0085
rnbqkb1r/pppn1ppp/4p3/3P4/3P4/2N5/PP2PPPP/R1BQKBNR w KQkq - 1 5,0.0319
rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/2N2P2/PP2K1PP/R1BQ1BNR b - - 2 6,-0.0167
rnbqkbnr/pp1ppppp/8/2p5/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,0.0142
rnbqkb1r/pppp1ppp/4pn2/6B1/2PP4/8/PP2PPPP/RN1QKBNR b KQkq - 1 3,-0.0014
r1bqrnk1/pp2bp1p/2p2np1/3pN1B1/3P4/2NBP3/PPQ2PPP/1R3RK1 b - - 1 12,0.0024
rnbqkb1r/3ppppp/5n2/pPpP4/8/8/PP2PPPP/RNBQKBNR w KQkq a6 0 5,0.0245
r2qkbnr/2p2pp1/p1pp4/4p2p/3NP1b1/7P/PPPP1PP1/RNBQ1RK1 b kq - 1 8,-0.1126
r2qkb1r/pp3ppp/4pn2/nb1p4/3P1B2/2PB1N2/PPQ2PPP/RN2K2R w KQkq - 2 11,0.0566
rn1qkb1r/pb1p1ppp/1p2pn2/2p1N3/2PP4/6P1/PP2PPBP/RNBQK2R b KQkq - 1 6,-0.0633
1rbqkbnr/pp1ppp1p/2n3p1/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQk - 2 6,0.0079
rnbqk2r/pp3pbp/3p1np1/2pP4/4PB2/2N2N2/PP3PPP/R2QKB1R b KQkq - 3 8,0.0068
rn1qk1nr/ppp2ppp/8/8/1bBpP3/5N1b/PP1B1PPP/RN1QK2R w KQkq - 3 7,0.0636
rn1qkb1r/pp2pppp/2p5/3P1b2/3Pn3/2N1P3/PP3PPP/R1BQKBNR w KQkq - 1 6,0.024
1rb1kbnr/1pqp1ppp/p1n1p3/8/3NP3/2N1B3/PPP1BPPP/R2QK2R w KQk - 2 8,0.0146
rnbqkb1r/5ppp/p2ppn1B/1p6/2BNP3/2N5/PPP2PPP/R2Q1RK1 b kq - 1 8,-0.048
r1bqnrk1/pp1pppbp/6p1/n3P3/N2N4/1B2B3/PPP2PPP/R2QK2R b KQ - 2 10,-0.015
rn1qk2r/4ppbp/b2p1np1/2pP4/8/2N2NP1/PP1KPP1P/R1BQ1B1R b kq - 2 9,-0.0146
rnbqk1nr/pppp1ppp/3b4/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 3,0.0113
r2q1rk1/2p1bppp/p1npbn2/1p2p3/3PP3/1BP1BN2/PP3PPP/RN1QR1K1 w - - 3 11,0.0298
rnbqkb1r/pp2pppp/3p1n2/8/3NP3/N7/PPP2PPP/R1BQKB1R b KQkq - 2 5,-0.0108
rnbqk2r/p1p1ppbp/1p1p1np1/8/2PPP3/2N2P2/PP4PP/R1BQKBNR w KQkq - 0 6,0.0076
r3kb1r/pp1b1ppp/1q2pn2/n2p4/3PBB2/2P2N2/PPQ2PPP/RN2K2R b KQkq - 3 11,-0.0605
r2qk2r/pppb1ppp/2n2n2/4P3/2Bp4/5N2/PP1N1PPP/R2Q1RK1 w kq - 1 10,0.0554
r1bq1rk1/1pp1ppbp/p1np1np1/8/N1PPP3/4BP2/PP2N1PP/R2QKB1R b KQ - 1 8,-0.0106
rnbqkb1r/pp1ppppp/5n2/2p5/2PP4/1Q6/PP2PPPP/RNB1KBNR b KQkq - 1 3,-0.0221
r1bq1rk1/1pp2pb1/p1np1np1/3Pp2p/2P1P3/2N1BP2/PP4PP/R1NQKB1R w KQ - 0 10,0.04
rnbqkb1r/p1pp1p1p/1p2pnp1/8/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq - 0 5,0.0103
r3kbnr/1pp2ppp/p1np1q2/4p3/B3P1b1/5N1P/PPPP1PP1/RNBQ1RK1 w kq - 1 7,0.0619
r1bqkbnr/1ppp1ppp/2n5/pB2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,0.0121
rn2kb1r/1b3ppp/pq1ppn2/1p6/3NP3/1BN5/PPP2PPP/R1BQR1K1 w kq - 4 10,0.0276
r2qkbnr/ppp1pp1p/3p2p1/3Pn3/4P1b1/2N2N2/PPP1QPPP/R1B1KB1R b KQkq - 2 6,-0.0016
rnbqkb1r/pppppppp/5n2/8/3P4/4B3/PPP1PPPP/RN1QKBNR b KQkq - 2 2,-0.0058
r1bq1rk1/2p1bppp/2np1n2/pp2p3/3PP3/1BP2N2/PP3PPP/RNBQR1K1 w - - 0 10,0.01
rnbqkb1r/pppp1ppp/8/8/2Bpn2N/8/PPP2PPP/RNBQK2R b KQkq - 1 5,-0.0609
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 2 6,0.0064
rnbqkbnr/ppp3pp/5p2/8/2BpP3/5N2/PP3PPP/RNBQK2R w KQkq - 0 6,0.0321
r1bqk2r/ppp2ppp/2n1Bn2/8/3pP3/5N2/PP1N1PPP/R2Q1RK1 b kq - 4 9,-0.0583
rn1qkb1r/pp3ppp/3p1n2/2pP4/4P3/2N4b/PP3PPP/R1BQKBNR w KQkq - 1 7,0.0588
rnbqk2r/ppp1bppp/3p1n2/8/2BNP3/8/PPP2PPP/RNBQK2R w KQkq - 1 6,0.005
rnbqkb1r/1p2pppp/p2p1n2/1N6/3NP3/8/PPP2PPP/R1BQKB1R b KQkq - 1 6,-0.0403
rn1q1k1r/4ppbp/b2p1np1/2pP4/8/2N2NP1/PP2PPBP/R1BQK2R w KQ - 3 10,0.0185
rn1qkb1r/1b3ppp/p2ppn2/1p2P3/3N4/1BN5/PPP2PPP/R1BQ1RK1 b kq - 0 9,-0.0273
r1bqkbnr/pp2pppp/2n5/3p4/3P4/3B2P1/PPP2P1P/RNBQK1NR b KQkq - 0 5,-0.0186
rnbqkb1r/pppp1ppp/5n2/3Np3/4P3/8/PPPP1PPP/R1BQKBNR b KQkq - 3 3,-0.007
r2qkbnr/1pp2ppp/p1npb3/4p3/B3P3/5N1P/PPPP1PP1/RNBQ1RK1 w kq - 1 7,0.0164
r4rk1/3nppbp/bq1p1npB/2pP4/8/2N2NP1/PP2PPBP/R2QR1K1 b - - 8 12,-0.0463
r3kb1r/pp1b1ppp/1q2pn2/n2p4/3P1B2/2PB1N2/PPQN1PPP/R3K2R b KQkq - 3 11,0.0009
rnbqr1k1/pp1n1pbp/3p2p1/2pP4/4P3/2N5/PP1NBPPP/R1BQ1RK1 w - - 8 11,0.0107
r1b1kbnr/pp2pppp/2nq4/3p4/3P4/2PB4/PP3PPP/RNBQK1NR w KQkq - 1 6,0.0133
rnbqkbnr/1p2pppp/p1p5/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 4,0.0081
r1bqkbnr/1pp2ppp/p1np4/4p3/B3P3/5NP1/PPPP1P1P/RNBQK2R b KQkq - 0 5,-0.0126
rnbqkb1r/p1pp1ppp/1p2pn2/8/2PP4/4PN2/PP3PPP/RNBQKB1R b KQkq - 0 4,-0.0013
rn1qkbnr/ppp1pppp/8/3p4/4P1b1/8/PPPP1PBP/RNBQK1NR b KQkq - 0 3,-0.1005
rnbqk2r/ppp1nppp/8/8/1bBpP3/5N2/PP1B1PPP/RN1QK2R w KQkq - 3 7,0.0453
rn1qkb1r/pp2pppp/2p2n2/3p1b2/2PP4/2N1P2P/PP3PP1/R1BQKBNR b KQkq - 0 5,-0.0026
rnb1kbnr/pppp1ppp/8/4p3/4P2q/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,0.1356
r1bq1k1r/ppp2ppp/2n2n2/4P3/2Bp4/5N2/PP1N1PPP/R2Q1RK1 w - - 1 10,0.0514
rnbqkbnr/pppp2pp/8/4pp2/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 0 3,0.0153
rnbqkb1r/p1pp1ppp/1p2pn2/8/2PP4/5NP1/PP2PP1P/RNBQKB1R b KQkq - 0 4,-0.0006
rn1qkbnr/ppp1pppp/8/5b2/2pPP3/8/PP3PPP/RNBQKBNR w KQkq - 1 4,0.0536
rnbqkb1r/pppp1ppp/5n2/8/2BpP3/P7/1PP2PPP/RNBQK1NR b KQkq - 0 4,-0.0158
rnbqkb1r/p1p1pppp/1p3n2/3P4/3P4/8/PP2PPPP/RNBQKBNR w KQkq - 0 4,0.0127
rn1qkb1r/3ppppp/b7/2pP4/6n1/2N5/PP2PPPP/R1BQKBNR w KQkq - 2 7,0.0279
rnbqkb1r/pp1p1ppp/4pn2/2pP4/2PQ4/8/PP2PPPP/RNB1KBNR b KQkq - 1 4,-0.1415
rnbqr1k1/pp3pbp/3p1n2/2pP2p1/4P3/2N5/PP1NBPPP/R1BQ1RK1 w - - 0 11,0.0237
rn1qkbnr/ppp2ppp/4b3/4p3/2pPP3/5N2/PP3PPP/RNBQKB1R w KQkq - 2 5,0.0229
rnbqkb1r/p1p1pppp/1p3n2/8/3PP3/2N5/PP3PPP/R1BQKBNR w KQkq - 0 6,0.0173
rn1qkb1r/4pp1p/b2p1n2/2pP2p1/8/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 8,0.0318
rnbqk1nr/ppp2ppp/8/8/2BpP3/8/PP1N1PPP/RN1QK2R b KQkq - 0 7,-0.0136
r1bqkbnr/pp1pp2p/2n2pp1/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,0.0215
r1bq1rk1/2p1bppp/p1np4/1p2p3/3PP1n1/1BP2N2/PP3PPP/RNBQR1K1 w - - 1 10,0.0175
r1bqnr2/pp1ppkbp/6p1/n3P3/P2N4/2N1B3/1PP2PPP/R2QK2R b KQ - 0 11,-0.0439
r1bq1rk1/1p1pppbp/2n2np1/p7/3NP3/1BN1B3/PPP2PPP/R2QK2R w KQ - 0 9,0.0083
r1bqkb1r/pp1ppppp/2n2n2/8/4P3/5N2/PPP2PPP/RNBQKB1R b KQkq - 2 5,-0.0148
r2q1rk1/3nppbp/3p1np1/2pP4/2b5/2N2NP1/PP2PPBP/R1BQR1K1 w - - 7 12,0.0154
rnbqkb1r/pppp1ppp/8/8/P1Bpn3/5N2/1PP2PPP/RNBQK2R b KQkq - 0 5,-0.0241
r1bqkbnr/ppp2ppp/2np4/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,0.0123
r1b1kbnr/ppqp1ppp/2N1p3/8/4P3/2N5/PPP2PPP/R1BQKB1R b KQkq - 0 6,0.0014
rnbqkb1r/pppp1pp1/5n2/7p/2BpP3/5N2/PPP2PPP/RNBQK2R w KQkq - 0 5,0.0182
rn1qkb1r/3ppppp/b4n2/2pP4/8/6P1/PP2PP1P/RNBQKBNR b KQkq - 0 6,0.0019
rn1qkb1r/pp3p1p/3pbnp1/2pP4/4P3/2N2N2/PP3PPP/R1BQKB1R w KQkq - 2 8,0.0783
rnbqkbnr/ppp3pp/4pp2/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 4,0.0147
rnbqkbnr/ppp1ppp1/8/3p3p/6P1/8/PPPPPPBP/RNBQK1NR w KQkq - 0 3,-0.004
r1bqk1nr/pppnbppp/3p4/8/2BNP3/8/PPP2PPP/RNBQ1RK1 b kq - 2 6,0.0029
rn1qkbnr/1p2pppp/p1p5/3P4/6b1/8/PP1PPPBP/RNBQK1NR w KQkq - 0 5,0.0083
r1bqrnk1/pp2bp1p/2p2np1/3p2B1/3P3N/2NBP3/PPQ2PPP/1R3RK1 b - - 1 12,-0.0062
rnbqk1nr/ppp1bp1p/3p2p1/4p3/2BPP3/5N2/PPP2PPP/RNBQK2R w KQkq - 0 5,0.0246
rn1qkb1r/1b3ppp/p2ppn2/1p6/3NP3/1BN1B3/PPP2PPP/R2Q1RK1 b kq - 3 9,0.0035
rnbqkb1r/1p2pppp/p2p1n1B/8/3NP3/2N5/PPP2PPP/R2QKB1R b KQkq - 1 6,-0.0479
r1bqk2r/1ppp1ppp/p1n5/4p3/B2Pn3/b4N2/PPP2PPP/RNBQ1RK1 w kq - 1 7,0.0525
r1bqk1nr/pp1pbppp/2n1p3/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 2 6,0.0193
rnbq1b1r/ppp2kpp/3p1n2/8/4P3/8/PPPPKPPP/RNBQ1B1R b - - 1 5,-0.0474
rnbqkbnr/pp2pppp/8/3p3Q/3P4/8/PPP2PPP/RNB1KBNR b KQkq - 1 4,-0.009
rn1qk1nr/ppp1bppp/3p4/4pb2/2BPP3/5N2/PPP2PPP/RNBQK2R w KQkq - 1 5,0.046
rn2kb1r/pbppqppp/1p2pn2/8/2PP4/5NP1/PP2PPBP/RNBQK2R w KQkq - 3 6,0.015
rnbqkbnr/pp2pppp/2p5/3p4/2PP4/P7/1P2PPPP/RNBQKBNR b KQkq - 0 3,-0.0033
rnbqkb1r/pppp1ppp/8/4p3/4PPn1/2N5/PPPP2PP/R1BQKBNR w KQkq - 1 4,0.0535
rnbqkb1r/1p3ppp/p2ppn2/8/3NP3/2N5/PPP1BPPP/R1BQK2R b KQkq - 1 7,-0.0003
r1bq1rk1/pppnnppp/4p3/3pP1N1/1b1P4/2NB4/PPP2PPP/R1BQK2R b KQ - 6 7,-0.0021
r1bqkb1r/1ppp1ppp/p1n2n2/4p3/B3P3/5N2/PPPPQPPP/RNB1K2R b KQkq - 3 5,-0.0026
r2q1rk1/3nppbp/3p1np1/1bpP4/8/2N2NP1/PP2PPBP/R1BQR1K1 w - - 7 12,0.067
r1bqk1nr/pp1pppbp/2n1N1p1/8/4P3/2N5/PPP2PPP/R1BQKB1R b KQkq - 3 6,-0.0483
rnbq1rk1/pppnppbp/3p2p1/8/2PPP3/2N1BP2/PP4PP/R2QKBNR w KQ - 3 7,0.0085
rnbqkb1r/pppp1ppp/5n2/8/2BpP1P1/8/PPP2P1P/RNBQK1NR b KQkq - 0 4,-0.0302
rn1qk2r/4ppbp/b2p1np1/2pP4/8/2N2NPP/PP2PP2/R1BQKB1R b KQkq - 0 9,0.0047
r1bqnrk1/pp1pppbp/6pB/n3P3/3N4/1BN5/PPP2PPP/R2QK2R b KQ - 2 10,-0.0523
rnb1kbnr/pppqpppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 1 3,0.0214
rnbqk1nr/ppp2ppp/8/8/1bBpP3/5N2/PP3PPP/RNBQK2R w KQkq - 1 6,0.01
r1bqk1nr/ppp2ppp/8/4n3/2BpP3/5N2/PP1N1PPP/R2Q1RK1 w kq - 3 9,0.055
rn1qkbnr/pp2pppp/3p4/8/3NP3/7b/PPP2PPP/RNBQKB1R w KQkq - 1 5,0.0545
r2qkb1r/pp2pppp/2n2n2/3p4/Q2P1Bb1/2PB4/PP3PPP/RN2K1NR b KQkq - 4 7,-0.001
rnbq1rk1/ppp1nppp/4p3/3pP3/1b1P4/2NB4/PPPK1PPP/R1BQ2NR b - - 4 6,-0.0231
r1bqkbnr/ppp1pp1p/2np2p1/8/3PP3/P1N5/1PP2PPP/R1BQKBNR b KQkq - 0 4,0.003
r1bqkbnr/1ppp1ppp/p1n5/1B2p3/4P3/5N2/PPPPKPPP/RNBQ3R b kq - 1 4,-0.0545
r1b2rk1/3nppbp/1q1p1np1/2pP4/8/2N2NPP/PP2PPB1/R1BQR1K1 w - - 1 13,0.0156
rnbqr1k1/1p3pbp/p2p1np1/2pP4/4P3/P1N5/1P1NBPPP/R1BQ1RK1 b - - 0 11,-0.0096
rnbqkbnr/ppp2ppp/8/4p3/2pPP3/1P6/P4PPP/RNBQKBNR b KQkq - 0 4,-0.0348
rnbqk1nr/ppp1bppp/3p4/8/2BpP3/5N2/PPP1KPPP/RNBQ3R b kq - 1 5,-0.0164
rnbqkb1r/pp1ppppp/5n2/2p5/2PP4/N7/PP2PPPP/R1BQKBNR b KQkq - 1 3,-0.0162
r1bqk2r/1pppbppp/p1n2n2/4p3/B3P2N/8/PPPP1PPP/RNBQ1RK1 b kq - 5 6,-0.0193
r1q2rk1/3nppbp/b2p1np1/2pP4/8/2N2NP1/PP2PPBP/R1BQR1K1 w - - 7 12,0.0138
rnq1kb1r/pbpp1ppp/1p2pn2/8/2PP4/5NP1/PP2PPBP/RNBQK2R w KQkq - 3 6,0.0081
rnbqkbnr/pp1ppppp/8/2p5/4P3/2P5/PP1P1PPP/RNBQKBNR b KQkq - 0 2,0.0025
rn1qkb1r/1b3ppp/p2pNn2/1p6/4P3/1BN5/PPP2PPP/R1BQ1RK1 b kq - 0 9,0.0016
r1bqkb1r/pppp1ppp/2n2n2/4N3/4P3/8/PPPP1PPP/RNBQKB1R w KQkq - 1 4,0.019
rnbqkb1r/pp3ppp/3p1n2/2pP4/8/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 6,0.0156
rnbqkb1r/ppp1pppp/8/3n4/3P4/7P/PP2PPP1/RNBQKBNR b KQkq - 0 4,0.0029
rn1qkb1r/1b3ppp/p2ppn2/1p6/2BNP3/2N5/PPP2PPP/R1BQ1RK1 b kq - 3 9,-0.0531
r1bqkbnr/pp1p1ppp/2n1p3/8/3NPP2/8/PPP3PP/RNBQKB1R b KQkq - 0 5,-0.0061
r1bq1rk1/pppnnppp/4p3/3pP3/1b1P4/2NB1N2/PPP1KPPP/R1BQ3R b - - 6 7,-0.0178
rnb1kb1r/pp3ppp/3p1n2/q1pP4/4P3/2N5/PP3PPP/R1BQKBNR w KQkq - 1 7,0.0184
rnb1kbnr/ppp1qppp/8/8/2BpP3/5N2/PP3PPP/RNBQK2R w KQkq - 1 6,0.0105
rnbqkb1r/1p2pppp/p2p1n2/8/1P1NP3/2N5/P1P2PPP/R1BQKB1R b KQkq - 0 6,-0.0079
rn1qr1k1/pp1b1pbp/3p1np1/2pP4/4P3/2N5/PP1NBPPP/R1BQ1RK1 w - - 8 11,0.0148
rnbqkb1r/pppp1ppp/3n4/4Q3/2B5/5N2/PPP2PPP/RNB1K2R b KQkq - 2 6,-0.0083
r1bqk1nr/pp1pp1bp/2n2pp1/8/3NP3/2N1B3/PPP2PPP/R2QKB1R w KQkq - 0 7,0.0199
rnbqkb1r/pppp1ppp/5n2/8/2BpP3/7N/PPP2PPP/RNBQK2R b KQkq - 1 4,-0.0168
rnbqkb1r/ppp2ppp/5n2/1N1p4/3P4/8/PP2PPPP/R1BQKBNR b KQkq - 1 5,-0.0097
2rq1rk1/2p1bppp/p1np1n2/1p2p3/3PP1b1/1BP1BN2/PP3PPP/RN1QR1K1 w - - 3 11,0.008
rnbq1b1r/pppkpppp/5n2/3P4/3P4/8/PP2PPPP/RNBQKBNR w KQ - 1 4,0.041
rnb1k2r/pppqnppp/4p3/3pP3/1b1P4/2NB4/PPP2PPP/R1BQK1NR w KQkq - 3 6,0.0102
rn1qkb1r/pp2pppp/2p2n2/3p4/2PP4/2N1P2b/PP3PPP/R1BQKBNR w KQkq - 1 5,0.0526
rnb1kb1r/ppppqppp/5n2/4N3/4P3/8/PPPP1PPP/RNBQKB1R w KQkq - 1 4,0.0098
rnbqkb1r/pp3ppp/3p1n2/2pP4/8/8/PP2PPPP/RNBQKBNR b KQkq - 1 6,-0.0048
rnb1kb1r/pp2pppp/1q1p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 3 6,0.0103
r2qkb1r/pp1bpppp/5n2/n2p4/Q2P1B2/2P5/PPB2PPP/RN2K1NR b KQkq - 8 9,-0.0864
r1bqk2r/2pp1ppp/p1nb4/1p2p3/3Pn3/1B3N2/PPP2PPP/RNBQ1RK1 w kq - 2 8,0.0503
rn2k2r/4ppbp/b2p1np1/q1pP4/8/2N2NP1/PP2PPBP/R1BQK2R w KQkq - 3 10,0.0141
r1bq1rk1/pp1pppbp/2n3p1/7n/3NP3/1BN1B3/PPP2PPP/R2QK2R w KQ - 8 9,0.0086
r1b1k2r/ppqpppbp/2n2np1/8/2BNP3/2N1B3/PPP2PPP/R2QK2R w KQkq - 6 8,0.0076
r1b1k1nr/1pqpbppp/p1n1p3/8/3NP3/2N1B3/PPP1BPPP/R2QK2R w KQkq - 2 8,0.0092
r3qrk1/2p1bppp/p1np1n2/1p2p3/3PP1b1/1BP1BN2/PP3PPP/RN1QR1K1 w - - 3 11,0.0117
rnbqkb1r/pp1p1ppp/5n2/2pp4/2P5/P1N5/1P2PPPP/R1BQKBNR b KQkq - 0 5,-0.0152
r1bqnrk1/pp1pppbp/6p1/n3P3/3N4/1BN5/PPPB1PPP/R2QK2R b KQ - 2 10,-0.0187
rnbqk2r/p1pp1ppp/1p1bpn2/8/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq - 1 5,0.009
rn1qkbnr/pp2pppp/2p5/3p4/Q1P3b1/8/PP1PPPBP/RNB1K1NR b KQkq - 1 4,-0.0202
r1bqk2r/pp2bppp/1np2n2/3p2B1/3P4/2NBP3/PPQ2PPP/R3K1NR w KQkq - 3 9,0.0105
r1bqkb1r/1ppp1ppp/p1n5/4p3/B3n3/5N2/PPPP1PPP/RNBQ1R1K b kq - 1 6,-0.014
rn1qk1nr/pppbbppp/3p4/8/2BNP3/8/PPP2PPP/RNBQK2R w KQkq - 1 6,0.0527
r2qkb1r/pp2pppp/5n2/n2p4/3P1Bb1/1QPB2P1/PP3P1P/RN2K1NR b KQkq - 0 8,-0.0877
rnbqkb1r/pppp1ppp/5n2/8/2BpP3/4B3/PPP2PPP/RN1QK1NR b KQkq - 1 4,-0.0625
r1bq1rk1/1pp2pbp/p1np1np1/4p3/2PPP3/2N1BP2/PP1Q2PP/R1N1KB1R b KQ - 1 9,-0.0599
2rqkbnr/1pp2ppp/p1np4/4p3/B3P1b1/5N1P/PPPP1PP1/RNBQ1RK1 w k - 1 7,0.0571
r1bqk1nr/pppn1ppp/8/8/2BpP3/5N2/PP1N1PPP/R2QK2R w KQkq - 1 8,0.0102
r2qkbnr/1pp2ppp/p1n5/3pp3/B3P1b1/5N1P/PPPP1PP1/RNBQ1RK1 w kq - 0 7,0.0618
rq2kb1r/pp2pppp/2n2n2/3p4/3P1Bb1/1QPB4/PP3PPP/RN2K1NR w KQkq - 5 8,0.0887
r2qkb1r/pp2pppp/2n2n2/3p4/3P1Bb1/2PB3N/PP3PPP/RN1QK2R b KQkq - 4 7,-0.0933
rnbqk1nr/ppp2ppp/8/2b5/2BpP3/5N2/PP3PPP/RNBQK2R w KQkq - 1 6,0.0286
rnbqkbnr/pp3ppp/2p1p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 4,0.0062
rnbqkb1r/pp1p1ppp/4pn2/2pP4/2P5/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 4,0.002
rnb1kbnr/ppp2ppp/5q2/4p3/2pPP3/5N2/PP3PPP/RNBQKB1R w KQkq - 2 5,0.0234
rnbq3r/pppknppp/4p3/3pP3/1b1P4/2NB4/PPP2PPP/R1BQK1NR w KQ - 3 6,0.0236
r1b1kb1r/pp2pppp/2n2n2/q2p4/3P1B2/2PB4/PP3PPP/RN1QK1NR w KQkq - 3 7,0.0143
r1bqkb1r/1ppp1ppp/p1n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 5,-0.0558
r2qkbnr/2p2pp1/p1pp4/4p2p/3PP1b1/5N1P/PPP2PP1/RNBQ1RK1 b kq - 0 8,0.0063
rnbqkbnr/pp3ppp/2p5/8/2BpP3/5N2/PP3PPP/RNBQK2R w KQkq - 0 6,0.0214
rnbqkbr1/pppp1ppp/8/8/2BQn3/5N2/PPP2PPP/RNB1K2R w KQq - 1 6,0.0732
r1bqkbnr/pp1ppp1p/2n3p1/8/3NP3/8/PPPQ1PPP/RNB1KB1R b KQkq - 1 5,-0.0034
2bqkb1r/rppp1ppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 w k - 4 6,0.0218
r1bqkbnr/1ppp1ppp/p1n5/1B2p3/4P3/P4N2/1PPP1PPP/RNBQK2R b KQkq - 0 4,-0.0457
r1bqrnk1/pp2bppp/2p2n2/3p2B1/3P4/2NBPN2/PPQ2PPP/RR4K1 b - - 8 11,-0.0011
r1bqk2r/pppnnppp/4p3/3pP3/1b1P4/2NB4/PPP2PPP/R1BQK1NR w KQkq - 3 6,0.0027
rnbqkbnr/pp1ppppp/2p5/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,0.0089
rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/8/PPPN1PPP/R1BQKBNR b KQkq - 1 3,0.0002
rnb1kbnr/ppppqppp/8/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 3,0.0142
r1bqnr2/pp1ppkbp/2N3p1/n3P3/8/2N1B3/PPP2PPP/R2QK2R b KQ - 1 11,-0.0945
rnbqk2r/ppp2ppp/4pn2/3p4/1bPP4/2N5/PPQ1PPPP/R1B1KBNR w KQkq - 0 5,0.0039
rnbqk1nr/ppp2ppp/4p3/3p4/1b1PP3/2N2P2/PPP3PP/R1BQKBNR b KQkq - 0 4,-0.0125
rn1qkb1r/pp2pppp/2p2n2/3P4/6b1/4P3/PP1P1PBP/RNBQK1NR b KQkq - 0 5,-0.0988
r1bq1rk1/pp1pppbp/2n2np1/8/2BNP3/1PN1B3/P1P2PPP/R2QK2R b KQ - 0 8,-0.0207
rnb1k1nr/ppp2ppp/4pq2/3pP3/1b1P4/2N5/PPP2PPP/R1BQKBNR w KQkq - 1 5,0.1252
r1bk1bnr/1pqp1ppp/p1n1p3/8/3NP3/2N1B3/PPP1BPPP/R2QK2R w KQ - 2 8,0.0259
r1bqk2r/1pppbppp/p1n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 5 6,-0.0521
rnbqkb1r/pp2pppp/3p1n2/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 1 4,0.0062
r1bqkbnr/ppp1pppp/2np4/8/3PP3/6P1/PPP2P1P/RNBQKBNR b KQkq - 0 3,0.0018
r2qkbnr/ppp1pp1p/3p2p1/3Pn3/P3P1b1/2N2N2/1PP2PPP/R1BQKB1R b KQkq - 0 6,-0.0042
r1bq1rk1/ppp1ppbp/2np1np1/8/2PPPP2/2N1B3/PP4PP/R2QKBNR b KQ - 0 7,-0.0301
r1b1kb1r/1pqpnppp/p1n1p3/5N2/4P3/2N1B3/PPP1BPPP/R2QK2R b KQkq - 3 8,-0.0392
r1bqk2r/2pp1ppp/p1n2n2/1p2p3/1b2P3/1B3N2/PPPP1PPP/RNBQR1K1 w kq - 2 8,0.0139
rnbqkbnr/pppp2pp/8/4pp2/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3,0.0163
rnbqkb1r/ppp1ppp1/5n2/7p/3PP3/2N5/PP3PPP/R1BQKBNR w KQkq - 0 6,0.0229
rnbqkb1r/pppppppp/5n2/8/3P4/P7/1PP1PPPP/RNBQKBNR b KQkq - 0 2,-0.0033
